forecast_start,actual_t+0,predicted_t+0,actual_t+1,predicted_t+1,actual_t+2,predicted_t+2,actual_t+3,predicted_t+3,actual_t+4,predicted_t+4,actual_t+5,predicted_t+5,actual_t+6,predicted_t+6,actual_t+7,predicted_t+7,actual_t+8,predicted_t+8,actual_t+9,predicted_t+9,actual_t+10,predicted_t+10,actual_t+11,predicted_t+11,actual_t+12,predicted_t+12,actual_t+13,predicted_t+13,actual_t+14,predicted_t+14,actual_t+15,predicted_t+15,actual_t+16,predicted_t+16,actual_t+17,predicted_t+17,actual_t+18,predicted_t+18,actual_t+19,predicted_t+19,actual_t+20,predicted_t+20,actual_t+21,predicted_t+21,actual_t+22,predicted_t+22,actual_t+23,predicted_t+23,actual_t+24,predicted_t+24,actual_t+25,predicted_t+25,actual_t+26,predicted_t+26,actual_t+27,predicted_t+27,actual_t+28,predicted_t+28,actual_t+29,predicted_t+29,actual_t+30,predicted_t+30,actual_t+31,predicted_t+31,actual_t+32,predicted_t+32,actual_t+33,predicted_t+33,actual_t+34,predicted_t+34,actual_t+35,predicted_t+35,actual_t+36,predicted_t+36,actual_t+37,predicted_t+37,actual_t+38,predicted_t+38,actual_t+39,predicted_t+39,actual_t+40,predicted_t+40,actual_t+41,predicted_t+41,actual_t+42,predicted_t+42,actual_t+43,predicted_t+43,actual_t+44,predicted_t+44,actual_t+45,predicted_t+45,actual_t+46,predicted_t+46,actual_t+47,predicted_t+47,actual_t+48,predicted_t+48,actual_t+49,predicted_t+49,actual_t+50,predicted_t+50,actual_t+51,predicted_t+51,actual_t+52,predicted_t+52,actual_t+53,predicted_t+53,actual_t+54,predicted_t+54,actual_t+55,predicted_t+55,actual_t+56,predicted_t+56,actual_t+57,predicted_t+57,actual_t+58,predicted_t+58,actual_t+59,predicted_t+59,actual_t+60,predicted_t+60,actual_t+61,predicted_t+61,actual_t+62,predicted_t+62,actual_t+63,predicted_t+63,actual_t+64,predicted_t+64,actual_t+65,predicted_t+65,actual_t+66,predicted_t+66,actual_t+67,predicted_t+67,actual_t+68,predicted_t+68,actual_t+69,predicted_t+69,actual_t+70,predicted_t+70,actual_t+71,predicted_t+71,actual_t+72,predicted_t+72,actual_t+73,predicted_t+73,actual_t+74,predicted_t+74,actual_t+75,predicted_t+75,actual_t+76,predicted_t+76,actual_t+77,predicted_t+77,actual_t+78,predicted_t+78,actual_t+79,predicted_t+79,actual_t+80,predicted_t+80,actual_t+81,predicted_t+81,actual_t+82,predicted_t+82,actual_t+83,predicted_t+83,actual_t+84,predicted_t+84,actual_t+85,predicted_t+85,actual_t+86,predicted_t+86,actual_t+87,predicted_t+87,actual_t+88,predicted_t+88,actual_t+89,predicted_t+89,actual_t+90,predicted_t+90,actual_t+91,predicted_t+91,actual_t+92,predicted_t+92,actual_t+93,predicted_t+93,actual_t+94,predicted_t+94,actual_t+95,predicted_t+95
2026-04-22 21:25:00,331.2104228028873,332.14804,330.60044212219094,331.32803,331.68079802580763,330.66974,334.32137031802455,331.25616,329.4688749601216,331.20145,323.82191773174884,329.8086,327.590174668563,326.87198,332.7962642530337,326.62827,328.94816803471576,327.5693,321.2267038160044,326.56772,319.2925411897617,324.2517,317.8647450922508,322.05844,317.8023938003948,320.45187,315.4531217086173,317.42877,316.7253430102007,315.80176,318.60703550921716,315.01523,317.8502959119676,314.63425,315.6161977738249,313.66727,312.37570131433444,312.4118,312.89258821136735,311.987,314.1106120586374,311.60175,313.458144591579,310.88562,309.7661141533915,310.5885,312.62270042557174,309.67035,316.0526277632196,309.15094,318.6104305108048,309.87616,318.88809667616164,309.87967,317.42873133631537,310.82684,315.8950115715118,310.77225,317.25772669532574,310.7015,319.5696922292715,310.6172,319.0066013537772,311.30984,320.1503306595718,312.68167,323.82352076881824,314.11966,323.41071528142396,314.9874,321.5200983312524,315.36584,318.0017253365429,316.27396,321.7531340351713,316.0068,325.6602041741115,316.6922,326.64020710587687,316.9083,327.12585110675866,316.74197,325.9060262854719,317.44327,324.1773397513586,317.79214,322.74221390762597,318.15826,317.66304740594063,318.33817,309.56209555514766,317.53247,303.50621465754085,316.60403,313.33987778041785,314.55603,314.49486691338683,316.00134,308.90490305905564,315.41092,303.69151943153116,313.65186,301.0886007987062,311.71906,297.32203293816514,310.39203,297.01229504706504,308.60477,295.19852920097463,307.77902,294.33681087072836,305.88495,295.2130784537849,304.0222,291.86901241605455,302.9113,290.040616062585,302.53903,288.0662766199601,301.718,285.8171402627374,300.8244,278.04548823186207,299.30414,279.3376240394327,297.75082,285.99025102650376,297.10016,290.3395295358731,297.36526,292.2790163536898,300.32516,291.8074002103546,300.95398,291.5408483577152,300.10156,290.4444932478403,300.769,290.3367142851048,300.9446,290.49998477923486,301.6794,289.9657992744066,301.60294,289.51034920017423,302.01562,287.85107123267215,301.967,288.85996110708317,301.71286,288.61295409315716,301.83682,284.3950087985516,302.27054,289.4849498259682,302.77304,295.5561528495129,303.78534,302.37454365531283,305.19086,302.47750692953235,307.45047,305.15826860348966,308.5397,310.9433837940287,309.6512,313.5353291472583,311.7555,313.14238985408383,313.05557,314.27612432724885,313.516,313.7413516257499,314.18906,314.20136565107305,315.36182,314.0924131689432,315.5627,315.1070286678219,315.588,316.30277712132414,315.56635,313.3907316651276,315.52567,312.5807016330961,314.5598,310.493008452233,314.41974,311.78102358185214,313.96304,314.11997962311716,313.63272
2026-04-22 21:40:00,330.60044212219094,331.06564,331.68079802580763,330.51828,334.32137031802455,329.7248,329.4688749601216,329.63995,323.82191773174884,329.23584,327.590174668563,328.18872,332.7962642530337,325.24506,328.94816803471576,324.99423,321.2267038160044,325.68063,319.2925411897617,324.2623,317.8647450922508,322.78854,317.8023938003948,320.58603,315.4531217086173,318.49686,316.7253430102007,316.4736,318.60703550921716,314.83194,317.8502959119676,313.6811,315.6161977738249,312.81897,312.37570131433444,312.41418,312.89258821136735,311.8577,314.1106120586374,310.2715,313.458144591579,309.61658,309.7661141533915,308.95074,312.62270042557174,308.7938,316.0526277632196,308.19095,318.6104305108048,308.08932,318.88809667616164,309.39044,317.42873133631537,309.48685,315.8950115715118,309.7859,317.25772669532574,310.41336,319.5696922292715,310.6254,319.0066013537772,310.9197,320.1503306595718,312.12717,323.82352076881824,313.77814,323.41071528142396,314.44653,321.5200983312524,314.30975,318.0017253365429,314.17065,321.7531340351713,315.65903,325.6602041741115,315.8647,326.64020710587687,316.64944,327.12585110675866,317.34064,325.9060262854719,317.81305,324.1773397513586,318.6244,322.74221390762597,318.8216,317.66304740594063,318.90955,309.56209555514766,318.95453,303.50621465754085,318.48444,313.33987778041785,318.06522,314.49486691338683,316.62424,308.90490305905564,315.81754,303.69151943153116,314.79285,301.0886007987062,313.03693,297.32203293816514,310.74313,297.01229504706504,310.10153,295.19852920097463,308.9279,294.33681087072836,306.94122,295.2130784537849,306.1168,291.86901241605455,304.12607,290.040616062585,302.97726,288.0662766199601,301.77234,285.8171402627374,300.75595,278.04548823186207,300.26718,279.3376240394327,299.78372,285.99025102650376,298.62253,290.3395295358731,299.4338,292.2790163536898,300.6604,291.8074002103546,302.1323,291.5408483577152,301.8757,290.4444932478403,301.88672,290.3367142851048,302.0448,290.49998477923486,302.16064,289.9657992744066,301.42868,289.51034920017423,301.1038,287.85107123267215,301.54623,288.85996110708317,302.0688,288.61295409315716,301.82898,284.3950087985516,301.0642,289.4849498259682,302.1653,295.5561528495129,303.1749,302.37454365531283,304.37497,302.47750692953235,305.9198,305.15826860348966,307.65698,310.9433837940287,308.34427,313.5353291472583,309.7059,313.14238985408383,310.92316,314.27612432724885,312.05563,313.7413516257499,312.83316,314.20136565107305,313.09076,314.0924131689432,312.6678,315.1070286678219,312.9978,316.30277712132414,313.05164,313.3907316651276,313.08072,312.5807016330961,313.15204,310.493008452233,312.19952,311.78102358185214,312.03247,314.11997962311716,311.75415,314.61611657306463,310.9508
2026-04-22 21:55:00,331.68079802580763,330.20447,334.32137031802455,330.1666,329.4688749601216,329.1542,323.82191773174884,328.6598,327.590174668563,328.04138,332.7962642530337,327.2847,328.94816803471576,325.59003,321.2267038160044,324.97528,319.2925411897617,325.27786,317.8647450922508,323.51855,317.8023938003948,320.97284,315.4531217086173,317.98724,316.7253430102007,316.3739,318.60703550921716,314.30615,317.8502959119676,312.33667,315.6161977738249,311.2455,312.37570131433444,311.10425,312.89258821136735,309.62634,314.1106120586374,308.0101,313.458144591579,306.94733,309.7661141533915,306.89185,312.62270042557174,307.04706,316.0526277632196,307.45215,318.6104305108048,307.28635,318.88809667616164,307.1007,317.42873133631537,308.6556,315.8950115715118,309.40543,317.25772669532574,309.88287,319.5696922292715,310.6461,319.0066013537772,310.52493,320.1503306595718,311.08826,323.82352076881824,310.95715,323.41071528142396,312.12198,321.5200983312524,311.98245,318.0017253365429,312.47275,321.7531340351713,313.38376,325.6602041741115,313.94162,326.64020710587687,313.03122,327.12585110675866,313.26642,325.9060262854719,313.8725,324.1773397513586,314.64764,322.74221390762597,315.50476,317.66304740594063,315.68225,309.56209555514766,315.67636,303.50621465754085,316.04208,313.33987778041785,315.8381,314.49486691338683,314.51025,308.90490305905564,312.21994,303.69151943153116,311.16125,301.0886007987062,310.64276,297.32203293816514,309.432,297.01229504706504,307.8499,295.19852920097463,307.2545,294.33681087072836,304.97696,295.2130784537849,303.7922,291.86901241605455,302.69592,290.040616062585,301.6125,288.0662766199601,300.1619,285.8171402627374,300.01984,278.04548823186207,299.8282,279.3376240394327,299.21796,285.99025102650376,299.22626,290.3395295358731,299.5214,292.2790163536898,300.2744,291.8074002103546,300.1229,291.5408483577152,300.99542,290.4444932478403,301.17844,290.3367142851048,302.12555,290.49998477923486,302.08603,289.9657992744066,301.90775,289.51034920017423,301.00418,287.85107123267215,301.1622,288.85996110708317,300.26843,288.61295409315716,299.82428,284.3950087985516,299.81104,289.4849498259682,300.2005,295.5561528495129,300.8413,302.37454365531283,301.22122,302.47750692953235,303.4108,305.15826860348966,304.78363,310.9433837940287,307.29474,313.5353291472583,308.28735,313.14238985408383,309.311,314.27612432724885,309.69186,313.7413516257499,311.17667,314.20136565107305,312.53732,314.0924131689432,313.36774,315.1070286678219,313.41565,316.30277712132414,313.5674,313.3907316651276,313.74542,312.5807016330961,313.43857,310.493008452233,313.8749,311.78102358185214,313.36047,314.11997962311716,313.46997,314.61611657306463,312.5805,313.38964103340214,312.79935
2026-04-22 22:10:00,334.32137031802455,331.30038,329.4688749601216,330.42242,323.82191773174884,328.4462,327.590174668563,327.38632,332.7962642530337,326.20245,328.94816803471576,324.69455,321.2267038160044,322.59177,319.2925411897617,322.26956,317.8647450922508,321.50082,317.8023938003948,319.07513,315.4531217086173,315.79086,316.7253430102007,313.71005,318.60703550921716,312.2254,317.8502959119676,309.6077,315.6161977738249,308.20746,312.37570131433444,307.06937,312.89258821136735,306.36426,314.1106120586374,305.78802,313.458144591579,304.89328,309.7661141533915,304.64816,312.62270042557174,305.02545,316.0526277632196,305.20227,318.6104305108048,305.51102,318.88809667616164,305.17337,317.42873133631537,304.86243,315.8950115715118,305.83356,317.25772669532574,306.18573,319.5696922292715,306.8532,319.0066013537772,307.45102,320.1503306595718,308.37393,323.82352076881824,308.888,323.41071528142396,309.8163,321.5200983312524,310.11758,318.0017253365429,310.81702,321.7531340351713,310.96182,325.6602041741115,311.16937,326.64020710587687,311.20663,327.12585110675866,311.6619,325.9060262854719,312.01376,324.1773397513586,313.22552,322.74221390762597,313.2827,317.66304740594063,314.06516,309.56209555514766,314.14838,303.50621465754085,314.15918,313.33987778041785,313.83466,314.49486691338683,313.38052,308.90490305905564,312.88516,303.69151943153116,311.98544,301.0886007987062,311.16904,297.32203293816514,310.79434,297.01229504706504,309.39917,295.19852920097463,308.74063,294.33681087072836,308.19254,295.2130784537849,306.45798,291.86901241605455,305.30725,290.040616062585,305.1361,288.0662766199601,303.96933,285.8171402627374,303.6883,278.04548823186207,304.11124,279.3376240394327,303.71173,285.99025102650376,303.50375,290.3395295358731,305.00452,292.2790163536898,305.65976,291.8074002103546,305.54962,291.5408483577152,305.50415,290.4444932478403,306.30252,290.3367142851048,306.8581,290.49998477923486,307.38385,289.9657992744066,307.21802,289.51034920017423,307.33447,287.85107123267215,307.31937,288.85996110708317,307.80692,288.61295409315716,307.18408,284.3950087985516,307.6601,289.4849498259682,309.28653,295.5561528495129,309.93854,302.37454365531283,310.5295,302.47750692953235,310.8027,305.15826860348966,311.63358,310.9433837940287,312.73895,313.5353291472583,313.73398,313.14238985408383,313.7175,314.27612432724885,314.40298,313.7413516257499,315.48456,314.20136565107305,316.84903,314.0924131689432,317.53342,315.1070286678219,318.14014,316.30277712132414,318.06232,313.3907316651276,318.19315,312.5807016330961,318.26776,310.493008452233,317.8722,311.78102358185214,318.16724,314.11997962311716,318.05478,314.61611657306463,317.6814,313.38964103340214,318.1189,315.13199687239234,317.76974
2026-04-22 22:25:00,329.4688749601216,331.52664,323.82191773174884,328.17236,327.590174668563,326.50128,332.7962642530337,325.96375,328.94816803471576,324.10773,321.2267038160044,322.15884,319.2925411897617,321.68832,317.8647450922508,320.7266,317.8023938003948,317.4627,315.4531217086173,315.47043,316.7253430102007,313.4235,318.60703550921716,311.5475,317.8502959119676,310.52393,315.6161977738249,308.16812,312.37570131433444,306.99472,312.89258821136735,306.06732,314.1106120586374,305.7136,313.458144591579,304.8597,309.7661141533915,304.20523,312.62270042557174,304.29318,316.0526277632196,304.5025,318.6104305108048,304.00797,318.88809667616164,304.68216,317.42873133631537,304.81415,315.8950115715118,304.29898,317.25772669532574,304.7841,319.5696922292715,305.83182,319.0066013537772,305.6798,320.1503306595718,306.36514,323.82352076881824,307.71625,323.41071528142396,308.742,321.5200983312524,309.20242,318.0017253365429,309.42575,321.7531340351713,309.8132,325.6602041741115,310.25192,326.64020710587687,310.39908,327.12585110675866,310.90094,325.9060262854719,311.448,324.1773397513586,312.0249,322.74221390762597,312.60272,317.66304740594063,312.4955,309.56209555514766,313.77713,303.50621465754085,313.0255,313.33987778041785,312.32068,314.49486691338683,311.90134,308.90490305905564,310.36612,303.69151943153116,310.17578,301.0886007987062,310.2777,297.32203293816514,310.00204,297.01229504706504,309.26038,295.19852920097463,308.6189,294.33681087072836,308.21255,295.2130784537849,308.3101,291.86901241605455,306.48672,290.040616062585,305.74945,288.0662766199601,305.9027,285.8171402627374,306.16916,278.04548823186207,306.26648,279.3376240394327,306.1928,285.99025102650376,306.32028,290.3395295358731,307.77115,292.2790163536898,308.05374,291.8074002103546,308.6187,291.5408483577152,309.6513,290.4444932478403,309.8072,290.3367142851048,310.55383,290.49998477923486,310.00903,289.9657992744066,309.54642,289.51034920017423,309.28436,287.85107123267215,309.9898,288.85996110708317,308.881,288.61295409315716,308.27435,284.3950087985516,308.86703,289.4849498259682,309.96823,295.5561528495129,312.20718,302.37454365531283,313.08728,302.47750692953235,313.36093,305.15826860348966,313.73587,310.9433837940287,314.85962,313.5353291472583,315.90833,313.14238985408383,316.70102,314.27612432724885,317.04694,313.7413516257499,317.17648,314.20136565107305,318.41968,314.0924131689432,318.95914,315.1070286678219,318.85785,316.30277712132414,318.99194,313.3907316651276,319.41858,312.5807016330961,319.16885,310.493008452233,318.69913,311.78102358185214,318.6451,314.11997962311716,318.53238,314.61611657306463,318.3454,313.38964103340214,317.99997,315.13199687239234,318.32068,312.5399269870657,317.79285
2026-04-22 22:40:00,323.82191773174884,325.70395,327.590174668563,324.46066,332.7962642530337,322.27405,328.94816803471576,320.88336,321.2267038160044,318.19852,319.2925411897617,318.41434,317.8647450922508,318.49734,317.8023938003948,317.3334,315.4531217086173,314.62485,316.7253430102007,312.6357,318.60703550921716,311.71503,317.8502959119676,310.108,315.6161977738249,309.01596,312.37570131433444,307.16394,312.89258821136735,305.6053,314.1106120586374,304.74,313.458144591579,304.31985,309.7661141533915,303.79883,312.62270042557174,303.88303,316.0526277632196,303.96814,318.6104305108048,304.22626,318.88809667616164,304.21222,317.42873133631537,304.64822,315.8950115715118,304.80768,317.25772669532574,305.3438,319.5696922292715,306.48026,319.0066013537772,307.2876,320.1503306595718,307.87994,323.82352076881824,308.69867,323.41071528142396,309.85797,321.5200983312524,309.9876,318.0017253365429,309.36795,321.7531340351713,309.24576,325.6602041741115,309.72824,326.64020710587687,309.76263,327.12585110675866,309.8479,325.9060262854719,310.11847,324.1773397513586,310.6571,322.74221390762597,310.47083,317.66304740594063,310.97583,309.56209555514766,310.91983,303.50621465754085,311.07104,313.33987778041785,310.8228,314.49486691338683,308.9154,308.90490305905564,308.54416,303.69151943153116,308.22882,301.0886007987062,307.99658,297.32203293816514,307.8013,297.01229504706504,306.85153,295.19852920097463,305.78983,294.33681087072836,304.77872,295.2130784537849,304.04,291.86901241605455,303.80145,290.040616062585,303.3482,288.0662766199601,303.20062,285.8171402627374,303.77582,278.04548823186207,303.44998,279.3376240394327,303.22647,285.99025102650376,303.9423,290.3395295358731,304.03195,292.2790163536898,304.92813,291.8074002103546,306.04117,291.5408483577152,306.2504,290.4444932478403,307.04584,290.3367142851048,307.43875,290.49998477923486,308.06943,289.9657992744066,307.6198,289.51034920017423,307.21835,287.85107123267215,307.90015,288.85996110708317,308.1334,288.61295409315716,307.0527,284.3950087985516,307.63626,289.4849498259682,308.33734,295.5561528495129,308.9542,302.37454365531283,309.54852,302.47750692953235,310.40894,305.15826860348966,311.79553,310.9433837940287,312.29172,313.5353291472583,312.59937,313.14238985408383,313.3408,314.27612432724885,314.56412,313.7413516257499,315.53394,314.20136565107305,316.55103,314.0924131689432,317.08978,315.1070286678219,317.03104,316.30277712132414,317.09265,313.3907316651276,317.84946,312.5807016330961,318.6222,310.493008452233,318.3348,311.78102358185214,317.97452,314.11997962311716,317.3216,314.61611657306463,316.82953,313.38964103340214,316.7391,315.13199687239234,316.3704,312.5399269870657,316.4067,311.69996828266227,316.38797
2026-04-22 22:55:00,327.590174668563,323.2349,332.7962642530337,322.41956,328.94816803471576,321.02914,321.2267038160044,318.89072,319.2925411897617,315.6597,317.8647450922508,316.32828,317.8023938003948,314.89383,315.4531217086173,313.2001,316.7253430102007,310.61755,318.60703550921716,308.89645,317.8502959119676,307.61456,315.6161977738249,306.36588,312.37570131433444,305.5802,312.89258821136735,304.6509,314.1106120586374,304.15372,313.458144591579,303.94318,309.7661141533915,303.60434,312.62270042557174,303.61325,316.0526277632196,304.0903,318.6104305108048,304.11404,318.88809667616164,304.40576,317.42873133631537,304.51926,315.8950115715118,304.85678,317.25772669532574,305.16577,319.5696922292715,305.70117,319.0066013537772,306.70978,320.1503306595718,308.14792,323.82352076881824,308.92053,323.41071528142396,309.65103,321.5200983312524,308.0413,318.0017253365429,308.0748,321.7531340351713,308.5829,325.6602041741115,309.0232,326.64020710587687,309.1046,327.12585110675866,309.8035,325.9060262854719,310.03137,324.1773397513586,309.46323,322.74221390762597,309.4985,317.66304740594063,309.92636,309.56209555514766,310.68903,303.50621465754085,310.21805,313.33987778041785,310.35822,314.49486691338683,310.0028,308.90490305905564,308.6374,303.69151943153116,308.25766,301.0886007987062,306.8611,297.32203293816514,305.81354,297.01229504706504,305.42572,295.19852920097463,303.95837,294.33681087072836,302.58734,295.2130784537849,302.07782,291.86901241605455,300.28528,290.040616062585,299.39792,288.0662766199601,298.5739,285.8171402627374,298.01157,278.04548823186207,297.57693,279.3376240394327,297.089,285.99025102650376,296.25766,290.3395295358731,297.95013,292.2790163536898,298.44733,291.8074002103546,298.02902,291.5408483577152,297.48462,290.4444932478403,297.77448,290.3367142851048,298.34604,290.49998477923486,298.43182,289.9657992744066,297.77286,289.51034920017423,298.407,287.85107123267215,298.54044,288.85996110708317,298.6312,288.61295409315716,297.91556,284.3950087985516,297.514,289.4849498259682,297.7722,295.5561528495129,299.1325,302.37454365531283,300.11615,302.47750692953235,301.26062,305.15826860348966,302.85986,310.9433837940287,304.40286,313.5353291472583,305.50473,313.14238985408383,307.22238,314.27612432724885,308.32086,313.7413516257499,309.68747,314.20136565107305,310.4351,314.0924131689432,311.67902,315.1070286678219,312.46942,316.30277712132414,313.68567,313.3907316651276,313.97574,312.5807016330961,314.10144,310.493008452233,314.42447,311.78102358185214,314.65485,314.11997962311716,314.46613,314.61611657306463,314.59814,313.38964103340214,313.8661,315.13199687239234,312.72034,312.5399269870657,312.49435,311.69996828266227,313.2633,307.6740457139953,313.71494
2026-04-22 23:10:00,332.7962642530337,327.95444,328.94816803471576,325.21997,321.2267038160044,322.8389,319.2925411897617,322.1056,317.8647450922508,321.9921,317.8023938003948,321.3056,315.4531217086173,319.0968,316.7253430102007,317.50714,318.60703550921716,315.80533,317.8502959119676,313.994,315.6161977738249,312.72263,312.37570131433444,311.744,312.89258821136735,310.6804,314.1106120586374,309.53964,313.458144591579,308.67072,309.7661141533915,308.2892,312.62270042557174,307.64746,316.0526277632196,307.70975,318.6104305108048,307.55972,318.88809667616164,307.56897,317.42873133631537,307.8069,315.8950115715118,307.84695,317.25772669532574,308.2838,319.5696922292715,308.61798,319.0066013537772,308.88855,320.1503306595718,310.1938,323.82352076881824,311.67108,323.41071528142396,311.61172,321.5200983312524,311.67252,318.0017253365429,311.57114,321.7531340351713,311.51743,325.6602041741115,311.39877,326.64020710587687,310.8156,327.12585110675866,310.9223,325.9060262854719,310.6384,324.1773397513586,310.89792,322.74221390762597,311.06564,317.66304740594063,311.70593,309.56209555514766,311.67,303.50621465754085,311.20676,313.33987778041785,311.49268,314.49486691338683,311.2058,308.90490305905564,310.8994,303.69151943153116,309.8612,301.0886007987062,309.25708,297.32203293816514,307.46426,297.01229504706504,306.6345,295.19852920097463,306.24777,294.33681087072836,305.4207,295.2130784537849,304.9402,291.86901241605455,303.95972,290.040616062585,303.07108,288.0662766199601,302.44135,285.8171402627374,302.53003,278.04548823186207,301.66983,279.3376240394327,300.92752,285.99025102650376,300.698,290.3395295358731,300.94574,292.2790163536898,301.69055,291.8074002103546,302.40637,291.5408483577152,302.0269,290.4444932478403,301.92603,290.3367142851048,301.7013,290.49998477923486,302.1166,289.9657992744066,302.1379,289.51034920017423,301.56226,287.85107123267215,302.4271,288.85996110708317,302.854,288.61295409315716,302.46207,284.3950087985516,302.24704,289.4849498259682,302.21436,295.5561528495129,302.15076,302.37454365531283,302.06943,302.47750692953235,302.7084,305.15826860348966,303.57352,310.9433837940287,304.5236,313.5353291472583,305.6596,313.14238985408383,306.34528,314.27612432724885,307.56805,313.7413516257499,308.58218,314.20136565107305,309.7538,314.0924131689432,310.11642,315.1070286678219,310.8224,316.30277712132414,310.85825,313.3907316651276,311.3034,312.5807016330961,312.05286,310.493008452233,312.5028,311.78102358185214,312.61746,314.11997962311716,312.68646,314.61611657306463,312.65503,313.38964103340214,312.97217,315.13199687239234,313.17645,312.5399269870657,312.76987,311.69996828266227,312.61258,307.6740457139953,313.2874,304.6726290345464,313.17322
2026-04-22 23:25:00,328.94816803471576,330.59906,321.2267038160044,327.7195,319.2925411897617,326.95618,317.8647450922508,328.09933,317.8023938003948,326.00922,315.4531217086173,324.09686,316.7253430102007,322.5541,318.60703550921716,320.89014,317.8502959119676,318.89047,315.6161977738249,318.20496,312.37570131433444,316.57718,312.89258821136735,315.5588,314.1106120586374,315.28293,313.458144591579,314.48135,309.7661141533915,313.93356,312.62270042557174,313.96774,316.0526277632196,314.1275,318.6104305108048,314.19034,318.88809667616164,314.2635,317.42873133631537,314.32794,315.8950115715118,315.1713,317.25772669532574,315.76904,319.5696922292715,316.36926,319.0066013537772,316.62387,320.1503306595718,316.841,323.82352076881824,317.71222,323.41071528142396,318.92395,321.5200983312524,317.59702,318.0017253365429,317.87244,321.7531340351713,318.30676,325.6602041741115,317.48328,326.64020710587687,317.96454,327.12585110675866,317.2561,325.9060262854719,317.36957,324.1773397513586,317.64255,322.74221390762597,318.0305,317.66304740594063,318.4203,309.56209555514766,319.7268,303.50621465754085,319.38638,313.33987778041785,318.86868,314.49486691338683,318.64944,308.90490305905564,318.6324,303.69151943153116,318.2855,301.0886007987062,317.52344,297.32203293816514,317.69266,297.01229504706504,317.37628,295.19852920097463,316.75186,294.33681087072836,316.50742,295.2130784537849,316.27066,291.86901241605455,315.8778,290.040616062585,315.63925,288.0662766199601,315.03247,285.8171402627374,315.74994,278.04548823186207,315.59967,279.3376240394327,314.01587,285.99025102650376,313.6936,290.3395295358731,314.21533,292.2790163536898,315.0491,291.8074002103546,316.56973,291.5408483577152,316.88855,290.4444932478403,316.4209,290.3367142851048,317.58237,290.49998477923486,318.91327,289.9657992744066,317.2505,289.51034920017423,317.07797,287.85107123267215,317.0663,288.85996110708317,316.71747,288.61295409315716,316.0034,284.3950087985516,316.0884,289.4849498259682,317.37186,295.5561528495129,317.82187,302.37454365531283,318.9177,302.47750692953235,319.3904,305.15826860348966,319.788,310.9433837940287,320.5698,313.5353291472583,320.81998,313.14238985408383,321.12192,314.27612432724885,322.17896,313.7413516257499,322.87115,314.20136565107305,323.40814,314.0924131689432,323.25568,315.1070286678219,322.8516,316.30277712132414,323.2594,313.3907316651276,323.62183,312.5807016330961,323.94363,310.493008452233,323.81412,311.78102358185214,323.53247,314.11997962311716,322.7339,314.61611657306463,322.4446,313.38964103340214,322.56592,315.13199687239234,322.61377,312.5399269870657,323.15057,311.69996828266227,323.46115,307.6740457139953,323.41635,304.6726290345464,323.6793,306.1720771712132,323.4441
2026-04-22 23:40:00,321.2267038160044,325.43195,319.2925411897617,323.94525,317.8647450922508,323.52356,317.8023938003948,321.39066,315.4531217086173,318.2913,316.7253430102007,316.3185,318.60703550921716,314.46524,317.8502959119676,312.75204,315.6161977738249,312.22473,312.37570131433444,311.94275,312.89258821136735,311.00482,314.1106120586374,309.72186,313.458144591579,308.81375,309.7661141533915,307.88174,312.62270042557174,307.6479,316.0526277632196,307.8144,318.6104305108048,307.6013,318.88809667616164,307.82523,317.42873133631537,307.79562,315.8950115715118,308.17737,317.25772669532574,308.75327,319.5696922292715,310.3934,319.0066013537772,311.57147,320.1503306595718,311.54956,323.82352076881824,311.52737,323.41071528142396,312.55923,321.5200983312524,314.07227,318.0017253365429,313.1119,321.7531340351713,313.30353,325.6602041741115,313.3508,326.64020710587687,313.30475,327.12585110675866,313.44485,325.9060262854719,312.80353,324.1773397513586,313.28278,322.74221390762597,313.34012,317.66304740594063,313.602,309.56209555514766,314.7859,303.50621465754085,314.61102,313.33987778041785,314.22598,314.49486691338683,314.15894,308.90490305905564,314.07523,303.69151943153116,314.49686,301.0886007987062,313.4787,297.32203293816514,312.5169,297.01229504706504,312.40622,295.19852920097463,311.88297,294.33681087072836,310.24414,295.2130784537849,309.63223,291.86901241605455,308.23907,290.040616062585,308.17184,288.0662766199601,308.19107,285.8171402627374,307.86316,278.04548823186207,308.22885,279.3376240394327,308.36862,285.99025102650376,307.6182,290.3395295358731,308.27206,292.2790163536898,309.12085,291.8074002103546,309.59448,291.5408483577152,309.74533,290.4444932478403,310.00235,290.3367142851048,309.72717,290.49998477923486,309.8,289.9657992744066,310.32736,289.51034920017423,310.70737,287.85107123267215,310.32532,288.85996110708317,309.6454,288.61295409315716,308.71536,284.3950087985516,309.2823,289.4849498259682,309.9053,295.5561528495129,311.06458,302.37454365531283,312.48996,302.47750692953235,314.1767,305.15826860348966,314.63995,310.9433837940287,315.2159,313.5353291472583,316.04343,313.14238985408383,316.66342,314.27612432724885,316.87805,313.7413516257499,317.76904,314.20136565107305,318.2911,314.0924131689432,317.69815,315.1070286678219,318.1829,316.30277712132414,317.94388,313.3907316651276,318.461,312.5807016330961,319.1713,310.493008452233,319.29715,311.78102358185214,319.21594,314.11997962311716,318.9023,314.61611657306463,318.39545,313.38964103340214,317.60797,315.13199687239234,317.67538,312.5399269870657,318.15347,311.69996828266227,318.8598,307.6740457139953,319.92194,304.6726290345464,320.50632,306.1720771712132,320.2603,311.975823127772,318.85272
